#source neuron, target neuron, transmitter, receptor
RMGR,AWBL,flp-21,npr-5
RMGR,AWBR,flp-21,npr-5
RMGL,IL2DL,flp-21,npr-5
RMGL,IL2DR,flp-21,npr-5
RMGL,IL2L,flp-21,npr-5
RMGL,IL2R,flp-21,npr-5
RMGL,IL2VL,flp-21,npr-5
RMGL,IL2VR,flp-21,npr-5
RMGR,IL2DL,flp-21,npr-5
RMGR,IL2DR,flp-21,npr-5
RMGR,IL2L,flp-21,npr-5
RMGR,IL2R,flp-21,npr-5
RMGR,IL2VL,flp-21,npr-5
RMGR,IL2VR,flp-21,npr-5
RMGL,PHAL,flp-21,npr-5
RMGL,PHAR,flp-21,npr-5
RMGR,PHAL,flp-21,npr-5
RMGR,PHAR,flp-21,npr-5
RMGL,PHBL,flp-21,npr-5
RMGL,PHBR,flp-21,npr-5
RMGR,PHBL,flp-21,npr-5
RMGR,PHBR,flp-21,npr-5
URADL,AQR,flp-21,npr-1
URADR,AQR,flp-21,npr-1
URAVL,AQR,flp-21,npr-1
URAVR,AQR,flp-21,npr-1
URADL,ASEL,flp-21,npr-1
URADL,ASER,flp-21,npr-1
URADR,ASEL,flp-21,npr-1
URADR,ASER,flp-21,npr-1
URAVL,ASEL,flp-21,npr-1
URAVL,ASER,flp-21,npr-1
URAVR,ASEL,flp-21,npr-1
URAVR,ASER,flp-21,npr-1
URADL,ASGL,flp-21,npr-1
URADL,ASGR,flp-21,npr-1
URADR,ASGL,flp-21,npr-1
URADR,ASGR,flp-21,npr-1
URAVL,ASGL,flp-21,npr-1
URAVL,ASGR,flp-21,npr-1
URAVR,ASGL,flp-21,npr-1
URAVR,ASGR,flp-21,npr-1
URADL,ASHL,flp-21,npr-1
URADL,ASHR,flp-21,npr-1
URADR,ASHL,flp-21,npr-1
URADR,ASHR,flp-21,npr-1
URAVL,ASHL,flp-21,npr-1
URAVL,ASHR,flp-21,npr-1
URAVR,ASHL,flp-21,npr-1
URAVR,ASHR,flp-21,npr-1
URADL,AUAL,flp-21,npr-1
URADL,AUAR,flp-21,npr-1
URADR,AUAL,flp-21,npr-1
URADR,AUAR,flp-21,npr-1
URAVL,AUAL,flp-21,npr-1
URAVL,AUAR,flp-21,npr-1
URAVR,AUAL,flp-21,npr-1
URAVR,AUAR,flp-21,npr-1
URADL,DD1,flp-21,npr-1
URADL,DD2,flp-21,npr-1
URADL,DD3,flp-21,npr-1
URADL,DD4,flp-21,npr-1
URADL,DD5,flp-21,npr-1
URADL,DD6,flp-21,npr-1
URADR,DD1,flp-21,npr-1
URADR,DD2,flp-21,npr-1
URADR,DD3,flp-21,npr-1
URADR,DD4,flp-21,npr-1
URADR,DD5,flp-21,npr-1
URADR,DD6,flp-21,npr-1
URAVL,DD1,flp-21,npr-1
URAVL,DD2,flp-21,npr-1
URAVL,DD3,flp-21,npr-1
URAVL,DD4,flp-21,npr-1
URAVL,DD5,flp-21,npr-1
URAVL,DD6,flp-21,npr-1
URAVR,DD1,flp-21,npr-1
URAVR,DD2,flp-21,npr-1
URAVR,DD3,flp-21,npr-1
URAVR,DD4,flp-21,npr-1
URAVR,DD5,flp-21,npr-1
URAVR,DD6,flp-21,npr-1
URADL,IL2L,flp-21,npr-1
URADR,IL2L,flp-21,npr-1
URAVL,IL2L,flp-21,npr-1
URAVR,IL2L,flp-21,npr-1
URADL,IL2R,flp-21,npr-1
URADR,IL2R,flp-21,npr-1
URAVL,IL2R,flp-21,npr-1
URAVR,IL2R,flp-21,npr-1
URADL,M3L,flp-21,npr-1
URADL,M3R,flp-21,npr-1
URADR,M3L,flp-21,npr-1
URADR,M3R,flp-21,npr-1
URAVL,M3L,flp-21,npr-1
URAVL,M3R,flp-21,npr-1
URAVR,M3L,flp-21,npr-1
URAVR,M3R,flp-21,npr-1
URADL,OLQDL,flp-21,npr-1
URADL,OLQDR,flp-21,npr-1
URADL,OLQVL,flp-21,npr-1
URADL,OLQVR,flp-21,npr-1
URADR,OLQDL,flp-21,npr-1
URADR,OLQDR,flp-21,npr-1
URADR,OLQVL,flp-21,npr-1
URADR,OLQVR,flp-21,npr-1
URAVL,OLQDL,flp-21,npr-1
URAVL,OLQDR,flp-21,npr-1
URAVL,OLQVL,flp-21,npr-1
URAVL,OLQVR,flp-21,npr-1
URAVR,OLQDL,flp-21,npr-1
URAVR,OLQDR,flp-21,npr-1
URAVR,OLQVL,flp-21,npr-1
URAVR,OLQVR,flp-21,npr-1
URADL,PHAL,flp-21,npr-1
URADL,PHAR,flp-21,npr-1
URADR,PHAL,flp-21,npr-1
URADR,PHAR,flp-21,npr-1
URAVL,PHAL,flp-21,npr-1
URAVL,PHAR,flp-21,npr-1
URAVR,PHAL,flp-21,npr-1
URAVR,PHAR,flp-21,npr-1
URADL,PHBL,flp-21,npr-1
URADL,PHBR,flp-21,npr-1
URADR,PHBL,flp-21,npr-1
URADR,PHBR,flp-21,npr-1
URAVL,PHBL,flp-21,npr-1
URAVL,PHBR,flp-21,npr-1
URAVR,PHBL,flp-21,npr-1
URAVR,PHBR,flp-21,npr-1
URADL,PQR,flp-21,npr-1
URADR,PQR,flp-21,npr-1
URAVL,PQR,flp-21,npr-1
URAVR,PQR,flp-21,npr-1
URADL,RIGL,flp-21,npr-1
URADL,RIGR,flp-21,npr-1
URADR,RIGL,flp-21,npr-1
URADR,RIGR,flp-21,npr-1
URAVL,RIGL,flp-21,npr-1
URAVL,RIGR,flp-21,npr-1
URAVR,RIGL,flp-21,npr-1
URAVR,RIGR,flp-21,npr-1
URADL,RIVL,flp-21,npr-1
URADL,RIVR,flp-21,npr-1
URADR,RIVL,flp-21,npr-1
URADR,RIVR,flp-21,npr-1
URAVL,RIVL,flp-21,npr-1
URAVL,RIVR,flp-21,npr-1
URAVR,RIVL,flp-21,npr-1
URAVR,RIVR,flp-21,npr-1
URADL,RMGL,flp-21,npr-1
URADL,RMGR,flp-21,npr-1
URADR,RMGL,flp-21,npr-1
URADR,RMGR,flp-21,npr-1
URAVL,RMGL,flp-21,npr-1
URAVL,RMGR,flp-21,npr-1
URAVR,RMGL,flp-21,npr-1
URAVR,RMGR,flp-21,npr-1
URADL,SAADL,flp-21,npr-1
URADR,SAADL,flp-21,npr-1
URAVL,SAADL,flp-21,npr-1
URAVR,SAADL,flp-21,npr-1
URADL,SAADR,flp-21,npr-1
URADR,SAADR,flp-21,npr-1
URAVL,SAADR,flp-21,npr-1
URAVR,SAADR,flp-21,npr-1
URADL,SDQL,flp-21,npr-1
URADL,SDQR,flp-21,npr-1
URADR,SDQL,flp-21,npr-1
URADR,SDQR,flp-21,npr-1
URAVL,SDQL,flp-21,npr-1
URAVL,SDQR,flp-21,npr-1
URAVR,SDQL,flp-21,npr-1
URAVR,SDQR,flp-21,npr-1
URADL,SMBDL,flp-21,npr-1
URADR,SMBDL,flp-21,npr-1
URAVL,SMBDL,flp-21,npr-1
URAVR,SMBDL,flp-21,npr-1
URADL,SMBDR,flp-21,npr-1
URADR,SMBDR,flp-21,npr-1
URAVL,SMBDR,flp-21,npr-1
URAVR,SMBDR,flp-21,npr-1
URADL,URXL,flp-21,npr-1
URADL,URXR,flp-21,npr-1
URADR,URXL,flp-21,npr-1
URADR,URXR,flp-21,npr-1
URAVL,URXL,flp-21,npr-1
URAVL,URXR,flp-21,npr-1
URAVR,URXL,flp-21,npr-1
URAVR,URXR,flp-21,npr-1
URADL,VD1,flp-21,npr-1
URADL,VD10,flp-21,npr-1
URADL,VD11,flp-21,npr-1
URADL,VD12,flp-21,npr-1
URADL,VD13,flp-21,npr-1
URADL,VD2,flp-21,npr-1
URADL,VD3,flp-21,npr-1
URADL,VD4,flp-21,npr-1
URADL,VD5,flp-21,npr-1
URADL,VD6,flp-21,npr-1
URADL,VD7,flp-21,npr-1
URADL,VD8,flp-21,npr-1
URADL,VD9,flp-21,npr-1
URADR,VD1,flp-21,npr-1
URADR,VD10,flp-21,npr-1
URADR,VD11,flp-21,npr-1
URADR,VD12,flp-21,npr-1
URADR,VD13,flp-21,npr-1
URADR,VD2,flp-21,npr-1
URADR,VD3,flp-21,npr-1
URADR,VD4,flp-21,npr-1
URADR,VD5,flp-21,npr-1
URADR,VD6,flp-21,npr-1
URADR,VD7,flp-21,npr-1
URADR,VD8,flp-21,npr-1
URADR,VD9,flp-21,npr-1
URAVL,VD1,flp-21,npr-1
URAVL,VD10,flp-21,npr-1
URAVL,VD11,flp-21,npr-1
URAVL,VD12,flp-21,npr-1
URAVL,VD13,flp-21,npr-1
URAVL,VD2,flp-21,npr-1
URAVL,VD3,flp-21,npr-1
URAVL,VD4,flp-21,npr-1
URAVL,VD5,flp-21,npr-1
URAVL,VD6,flp-21,npr-1
URAVL,VD7,flp-21,npr-1
URAVL,VD8,flp-21,npr-1
URAVL,VD9,flp-21,npr-1
URAVR,VD1,flp-21,npr-1
URAVR,VD10,flp-21,npr-1
URAVR,VD11,flp-21,npr-1
URAVR,VD12,flp-21,npr-1
URAVR,VD13,flp-21,npr-1
URAVR,VD2,flp-21,npr-1
URAVR,VD3,flp-21,npr-1
URAVR,VD4,flp-21,npr-1
URAVR,VD5,flp-21,npr-1
URAVR,VD6,flp-21,npr-1
URAVR,VD7,flp-21,npr-1
URAVR,VD8,flp-21,npr-1
URAVR,VD9,flp-21,npr-1
URADL,AIAL,flp-21,npr-11
URADL,AIAR,flp-21,npr-11
URADR,AIAL,flp-21,npr-11
URADR,AIAR,flp-21,npr-11
URAVL,AIAL,flp-21,npr-11
URAVL,AIAR,flp-21,npr-11
URAVR,AIAL,flp-21,npr-11
URAVR,AIAR,flp-21,npr-11
URADL,AIYL,flp-21,npr-11
URADL,AIYR,flp-21,npr-11
URADR,AIYL,flp-21,npr-11
URADR,AIYR,flp-21,npr-11
URAVL,AIYL,flp-21,npr-11
URAVL,AIYR,flp-21,npr-11
URAVR,AIYL,flp-21,npr-11
URAVR,AIYR,flp-21,npr-11
URADL,ADFL,flp-21,npr-2
URADL,ADFR,flp-21,npr-2
URADR,ADFL,flp-21,npr-2
URADR,ADFR,flp-21,npr-2
URAVL,ADFL,flp-21,npr-2
URAVL,ADFR,flp-21,npr-2
URAVR,ADFL,flp-21,npr-2
URAVR,ADFR,flp-21,npr-2
URADL,AIZL,flp-21,npr-2
URADL,AIZR,flp-21,npr-2
URADR,AIZL,flp-21,npr-2
URADR,AIZR,flp-21,npr-2
URAVL,AIZL,flp-21,npr-2
URAVL,AIZR,flp-21,npr-2
URAVR,AIZL,flp-21,npr-2
URAVR,AIZR,flp-21,npr-2
URADL,ASHL,flp-21,npr-2
URADL,ASHR,flp-21,npr-2
URADR,ASHL,flp-21,npr-2
URADR,ASHR,flp-21,npr-2
URAVL,ASHL,flp-21,npr-2
URAVL,ASHR,flp-21,npr-2
URAVR,ASHL,flp-21,npr-2
URAVR,ASHR,flp-21,npr-2
URADL,FLPL,flp-21,npr-2
URADL,FLPR,flp-21,npr-2
URADR,FLPL,flp-21,npr-2
URADR,FLPR,flp-21,npr-2
URAVL,FLPL,flp-21,npr-2
URAVL,FLPR,flp-21,npr-2
URAVR,FLPL,flp-21,npr-2
URAVR,FLPR,flp-21,npr-2
URADL,OLQDL,flp-21,npr-2
URADL,OLQDR,flp-21,npr-2
URADL,OLQVL,flp-21,npr-2
URADL,OLQVR,flp-21,npr-2
URADR,OLQDL,flp-21,npr-2
URADR,OLQDR,flp-21,npr-2
URADR,OLQVL,flp-21,npr-2
URADR,OLQVR,flp-21,npr-2
URAVL,OLQDL,flp-21,npr-2
URAVL,OLQDR,flp-21,npr-2
URAVL,OLQVL,flp-21,npr-2
URAVL,OLQVR,flp-21,npr-2
URAVR,OLQDL,flp-21,npr-2
URAVR,OLQDR,flp-21,npr-2
URAVR,OLQVL,flp-21,npr-2
URAVR,OLQVR,flp-21,npr-2
URADL,PVDL,flp-21,npr-2
URADL,PVDR,flp-21,npr-2
URADR,PVDL,flp-21,npr-2
URADR,PVDR,flp-21,npr-2
URAVL,PVDL,flp-21,npr-2
URAVL,PVDR,flp-21,npr-2
URAVR,PVDL,flp-21,npr-2
URAVR,PVDR,flp-21,npr-2
URADL,PVQL,flp-21,npr-2
URADL,PVQR,flp-21,npr-2
URADR,PVQL,flp-21,npr-2
URADR,PVQR,flp-21,npr-2
URAVL,PVQL,flp-21,npr-2
URAVL,PVQR,flp-21,npr-2
URAVR,PVQL,flp-21,npr-2
URAVR,PVQR,flp-21,npr-2
URADL,SABD,flp-21,npr-2
URADL,SABVL,flp-21,npr-2
URADL,SABVR,flp-21,npr-2
URADR,SABD,flp-21,npr-2
URADR,SABVL,flp-21,npr-2
URADR,SABVR,flp-21,npr-2
URAVL,SABD,flp-21,npr-2
URAVL,SABVL,flp-21,npr-2
URAVL,SABVR,flp-21,npr-2
URAVR,SABD,flp-21,npr-2
URAVR,SABVL,flp-21,npr-2
URAVR,SABVR,flp-21,npr-2
URADL,ADFL,flp-21,npr-5
URADL,ADFR,flp-21,npr-5
URADR,ADFL,flp-21,npr-5
URADR,ADFR,flp-21,npr-5
URAVL,ADFL,flp-21,npr-5
URAVL,ADFR,flp-21,npr-5
URAVR,ADFL,flp-21,npr-5
URAVR,ADFR,flp-21,npr-5
URADL,AIAL,flp-21,npr-5
URADL,AIAR,flp-21,npr-5
URADR,AIAL,flp-21,npr-5
URADR,AIAR,flp-21,npr-5
URAVL,AIAL,flp-21,npr-5
URAVL,AIAR,flp-21,npr-5
URAVR,AIAL,flp-21,npr-5
URAVR,AIAR,flp-21,npr-5
URADL,ASEL,flp-21,npr-5
URADL,ASER,flp-21,npr-5
URADR,ASEL,flp-21,npr-5
URADR,ASER,flp-21,npr-5
URAVL,ASEL,flp-21,npr-5
URAVL,ASER,flp-21,npr-5
URAVR,ASEL,flp-21,npr-5
URAVR,ASER,flp-21,npr-5
URADL,ASGL,flp-21,npr-5
URADL,ASGR,flp-21,npr-5
URADR,ASGL,flp-21,npr-5
URADR,ASGR,flp-21,npr-5
URAVL,ASGL,flp-21,npr-5
URAVL,ASGR,flp-21,npr-5
URAVR,ASGL,flp-21,npr-5
URAVR,ASGR,flp-21,npr-5
URADL,ASIL,flp-21,npr-5
URADL,ASIR,flp-21,npr-5
URADR,ASIL,flp-21,npr-5
URADR,ASIR,flp-21,npr-5
URAVL,ASIL,flp-21,npr-5
URAVL,ASIR,flp-21,npr-5
URAVR,ASIL,flp-21,npr-5
URAVR,ASIR,flp-21,npr-5
URADL,ASJL,flp-21,npr-5
URADL,ASJR,flp-21,npr-5
URADR,ASJL,flp-21,npr-5
URADR,ASJR,flp-21,npr-5
URAVL,ASJL,flp-21,npr-5
URAVL,ASJR,flp-21,npr-5
URAVR,ASJL,flp-21,npr-5
URAVR,ASJR,flp-21,npr-5
URADL,ASKL,flp-21,npr-5
URADL,ASKR,flp-21,npr-5
URADR,ASKL,flp-21,npr-5
URADR,ASKR,flp-21,npr-5
URAVL,ASKL,flp-21,npr-5
URAVL,ASKR,flp-21,npr-5
URAVR,ASKL,flp-21,npr-5
URAVR,ASKR,flp-21,npr-5
URADL,AUAL,flp-21,npr-5
URADL,AUAR,flp-21,npr-5
URADR,AUAL,flp-21,npr-5
URADR,AUAR,flp-21,npr-5
URAVL,AUAL,flp-21,npr-5
URAVL,AUAR,flp-21,npr-5
URAVR,AUAL,flp-21,npr-5
URAVR,AUAR,flp-21,npr-5
URADL,AWAL,flp-21,npr-5
URADL,AWAR,flp-21,npr-5
URADR,AWAL,flp-21,npr-5
URADR,AWAR,flp-21,npr-5
URAVL,AWAL,flp-21,npr-5
URAVL,AWAR,flp-21,npr-5
URAVR,AWAL,flp-21,npr-5
URAVR,AWAR,flp-21,npr-5
URADL,AWBL,flp-21,npr-5
URADL,AWBR,flp-21,npr-5
URADR,AWBL,flp-21,npr-5
URADR,AWBR,flp-21,npr-5
URAVL,AWBL,flp-21,npr-5
URAVL,AWBR,flp-21,npr-5
URAVR,AWBL,flp-21,npr-5
URAVR,AWBR,flp-21,npr-5
URADL,IL2DL,flp-21,npr-5
URADL,IL2DR,flp-21,npr-5
URADL,IL2L,flp-21,npr-5
URADL,IL2R,flp-21,npr-5
URADL,IL2VL,flp-21,npr-5
URADL,IL2VR,flp-21,npr-5
URADR,IL2DL,flp-21,npr-5
URADR,IL2DR,flp-21,npr-5
URADR,IL2L,flp-21,npr-5
URADR,IL2R,flp-21,npr-5
URADR,IL2VL,flp-21,npr-5
URADR,IL2VR,flp-21,npr-5
URAVL,IL2DL,flp-21,npr-5
URAVL,IL2DR,flp-21,npr-5
URAVL,IL2L,flp-21,npr-5
URAVL,IL2R,flp-21,npr-5
URAVL,IL2VL,flp-21,npr-5
URAVL,IL2VR,flp-21,npr-5
URAVR,IL2DL,flp-21,npr-5
URAVR,IL2DR,flp-21,npr-5
URAVR,IL2L,flp-21,npr-5
URAVR,IL2R,flp-21,npr-5
URAVR,IL2VL,flp-21,npr-5
URAVR,IL2VR,flp-21,npr-5
URADL,PHAL,flp-21,npr-5
URADL,PHAR,flp-21,npr-5
URADR,PHAL,flp-21,npr-5
URADR,PHAR,flp-21,npr-5
URAVL,PHAL,flp-21,npr-5
URAVL,PHAR,flp-21,npr-5
URAVR,PHAL,flp-21,npr-5
URAVR,PHAR,flp-21,npr-5
URADL,PHBL,flp-21,npr-5
URADL,PHBR,flp-21,npr-5
URADR,PHBL,flp-21,npr-5
URADR,PHBR,flp-21,npr-5
URAVL,PHBL,flp-21,npr-5
URAVL,PHBR,flp-21,npr-5
URAVR,PHBL,flp-21,npr-5
URAVR,PHBR,flp-21,npr-5
URXL,AQR,flp-21,npr-1
URXR,AQR,flp-21,npr-1
URXL,ASEL,flp-21,npr-1
URXL,ASER,flp-21,npr-1
URXR,ASEL,flp-21,npr-1
URXR,ASER,flp-21,npr-1
URXL,ASGL,flp-21,npr-1
URXL,ASGR,flp-21,npr-1
URXR,ASGL,flp-21,npr-1
URXR,ASGR,flp-21,npr-1
URXL,ASHL,flp-21,npr-1
URXL,ASHR,flp-21,npr-1
URXR,ASHL,flp-21,npr-1
URXR,ASHR,flp-21,npr-1
URXL,AUAL,flp-21,npr-1
URXL,AUAR,flp-21,npr-1
URXR,AUAL,flp-21,npr-1
URXR,AUAR,flp-21,npr-1
URXL,DD1,flp-21,npr-1
URXL,DD2,flp-21,npr-1
URXL,DD3,flp-21,npr-1
URXL,DD4,flp-21,npr-1
URXL,DD5,flp-21,npr-1
URXL,DD6,flp-21,npr-1
URXR,DD1,flp-21,npr-1
URXR,DD2,flp-21,npr-1
URXR,DD3,flp-21,npr-1
URXR,DD4,flp-21,npr-1
URXR,DD5,flp-21,npr-1
URXR,DD6,flp-21,npr-1
URXL,IL2L,flp-21,npr-1
URXR,IL2L,flp-21,npr-1
URXL,IL2R,flp-21,npr-1
URXR,IL2R,flp-21,npr-1
URXL,M3L,flp-21,npr-1
URXL,M3R,flp-21,npr-1
URXR,M3L,flp-21,npr-1
URXR,M3R,flp-21,npr-1
URXL,OLQDL,flp-21,npr-1
URXL,OLQDR,flp-21,npr-1
URXL,OLQVL,flp-21,npr-1
URXL,OLQVR,flp-21,npr-1
URXR,OLQDL,flp-21,npr-1
URXR,OLQDR,flp-21,npr-1
URXR,OLQVL,flp-21,npr-1
URXR,OLQVR,flp-21,npr-1
URXL,PHAL,flp-21,npr-1
URXL,PHAR,flp-21,npr-1
URXR,PHAL,flp-21,npr-1
URXR,PHAR,flp-21,npr-1
URXL,PHBL,flp-21,npr-1
URXL,PHBR,flp-21,npr-1
URXR,PHBL,flp-21,npr-1
URXR,PHBR,flp-21,npr-1
URXL,PQR,flp-21,npr-1
URXR,PQR,flp-21,npr-1
URXL,RIGL,flp-21,npr-1
URXL,RIGR,flp-21,npr-1
URXR,RIGL,flp-21,npr-1
URXR,RIGR,flp-21,npr-1
URXL,RIVL,flp-21,npr-1
URXL,RIVR,flp-21,npr-1
URXR,RIVL,flp-21,npr-1
URXR,RIVR,flp-21,npr-1
URXL,RMGL,flp-21,npr-1
URXL,RMGR,flp-21,npr-1
URXR,RMGL,flp-21,npr-1
URXR,RMGR,flp-21,npr-1
URXL,SAADL,flp-21,npr-1
URXR,SAADL,flp-21,npr-1
URXL,SAADR,flp-21,npr-1
URXR,SAADR,flp-21,npr-1
URXL,SDQL,flp-21,npr-1
URXL,SDQR,flp-21,npr-1
URXR,SDQL,flp-21,npr-1
URXR,SDQR,flp-21,npr-1
URXL,SMBDL,flp-21,npr-1
URXR,SMBDL,flp-21,npr-1
URXL,SMBDR,flp-21,npr-1
URXR,SMBDR,flp-21,npr-1
URXL,URXL,flp-21,npr-1
URXL,URXR,flp-21,npr-1
URXR,URXL,flp-21,npr-1
URXR,URXR,flp-21,npr-1
URXL,VD1,flp-21,npr-1
URXL,VD10,flp-21,npr-1
URXL,VD11,flp-21,npr-1
URXL,VD12,flp-21,npr-1
URXL,VD13,flp-21,npr-1
URXL,VD2,flp-21,npr-1
URXL,VD3,flp-21,npr-1
URXL,VD4,flp-21,npr-1
URXL,VD5,flp-21,npr-1
URXL,VD6,flp-21,npr-1
URXL,VD7,flp-21,npr-1
URXL,VD8,flp-21,npr-1
URXL,VD9,flp-21,npr-1
URXR,VD1,flp-21,npr-1
URXR,VD10,flp-21,npr-1
URXR,VD11,flp-21,npr-1
URXR,VD12,flp-21,npr-1
URXR,VD13,flp-21,npr-1
URXR,VD2,flp-21,npr-1
URXR,VD3,flp-21,npr-1
URXR,VD4,flp-21,npr-1
URXR,VD5,flp-21,npr-1
URXR,VD6,flp-21,npr-1
URXR,VD7,flp-21,npr-1
URXR,VD8,flp-21,npr-1
URXR,VD9,flp-21,npr-1
URXL,AIAL,flp-21,npr-11
URXL,AIAR,flp-21,npr-11
URXR,AIAL,flp-21,npr-11
URXR,AIAR,flp-21,npr-11
URXL,AIYL,flp-21,npr-11
URXL,AIYR,flp-21,npr-11
URXR,AIYL,flp-21,npr-11
URXR,AIYR,flp-21,npr-11
URXL,ADFL,flp-21,npr-2
URXL,ADFR,flp-21,npr-2
URXR,ADFL,flp-21,npr-2
URXR,ADFR,flp-21,npr-2
URXL,AIZL,flp-21,npr-2
URXL,AIZR,flp-21,npr-2
URXR,AIZL,flp-21,npr-2
URXR,AIZR,flp-21,npr-2
URXL,ASHL,flp-21,npr-2
URXL,ASHR,flp-21,npr-2
URXR,ASHL,flp-21,npr-2
URXR,ASHR,flp-21,npr-2
URXL,FLPL,flp-21,npr-2
URXL,FLPR,flp-21,npr-2
URXR,FLPL,flp-21,npr-2
URXR,FLPR,flp-21,npr-2
URXL,OLQDL,flp-21,npr-2
URXL,OLQDR,flp-21,npr-2
URXL,OLQVL,flp-21,npr-2
URXL,OLQVR,flp-21,npr-2
URXR,OLQDL,flp-21,npr-2
URXR,OLQDR,flp-21,npr-2
URXR,OLQVL,flp-21,npr-2
URXR,OLQVR,flp-21,npr-2
URXL,PVDL,flp-21,npr-2
URXL,PVDR,flp-21,npr-2
URXR,PVDL,flp-21,npr-2
URXR,PVDR,flp-21,npr-2
URXL,PVQL,flp-21,npr-2
URXL,PVQR,flp-21,npr-2
URXR,PVQL,flp-21,npr-2
URXR,PVQR,flp-21,npr-2
URXL,SABD,flp-21,npr-2
URXL,SABVL,flp-21,npr-2
URXL,SABVR,flp-21,npr-2
URXR,SABD,flp-21,npr-2
URXR,SABVL,flp-21,npr-2
URXR,SABVR,flp-21,npr-2
URXL,ADFL,flp-21,npr-5
URXL,ADFR,flp-21,npr-5
URXR,ADFL,flp-21,npr-5
URXR,ADFR,flp-21,npr-5
URXL,AIAL,flp-21,npr-5
URXL,AIAR,flp-21,npr-5
URXR,AIAL,flp-21,npr-5
URXR,AIAR,flp-21,npr-5
URXL,ASEL,flp-21,npr-5
URXL,ASER,flp-21,npr-5
URXR,ASEL,flp-21,npr-5
URXR,ASER,flp-21,npr-5
URXL,ASGL,flp-21,npr-5
URXL,ASGR,flp-21,npr-5
URXR,ASGL,flp-21,npr-5
URXR,ASGR,flp-21,npr-5
URXL,ASIL,flp-21,npr-5
URXL,ASIR,flp-21,npr-5
URXR,ASIL,flp-21,npr-5
URXR,ASIR,flp-21,npr-5
URXL,ASJL,flp-21,npr-5
URXL,ASJR,flp-21,npr-5
URXR,ASJL,flp-21,npr-5
URXR,ASJR,flp-21,npr-5
URXL,ASKL,flp-21,npr-5
URXL,ASKR,flp-21,npr-5
URXR,ASKL,flp-21,npr-5
URXR,ASKR,flp-21,npr-5
URXL,AUAL,flp-21,npr-5
URXL,AUAR,flp-21,npr-5
URXR,AUAL,flp-21,npr-5
URXR,AUAR,flp-21,npr-5
URXL,AWAL,flp-21,npr-5
URXL,AWAR,flp-21,npr-5
URXR,AWAL,flp-21,npr-5
URXR,AWAR,flp-21,npr-5
URXL,AWBL,flp-21,npr-5
URXL,AWBR,flp-21,npr-5
URXR,AWBL,flp-21,npr-5
URXR,AWBR,flp-21,npr-5
URXL,IL2DL,flp-21,npr-5
URXL,IL2DR,flp-21,npr-5
URXL,IL2L,flp-21,npr-5
URXL,IL2R,flp-21,npr-5
URXL,IL2VL,flp-21,npr-5
URXL,IL2VR,flp-21,npr-5
URXR,IL2DL,flp-21,npr-5
URXR,IL2DR,flp-21,npr-5
URXR,IL2L,flp-21,npr-5
URXR,IL2R,flp-21,npr-5
URXR,IL2VL,flp-21,npr-5
URXR,IL2VR,flp-21,npr-5
URXL,PHAL,flp-21,npr-5
URXL,PHAR,flp-21,npr-5
URXR,PHAL,flp-21,npr-5
URXR,PHAR,flp-21,npr-5
URXL,PHBL,flp-21,npr-5
URXL,PHBR,flp-21,npr-5
URXR,PHBL,flp-21,npr-5
URXR,PHBR,flp-21,npr-5
ADLL,AVAL,flp-4,npr-4
ADLL,AVAR,flp-4,npr-4
ADLR,AVAL,flp-4,npr-4
ADLR,AVAR,flp-4,npr-4
ADLL,BAGL,flp-4,npr-4
ADLL,BAGR,flp-4,npr-4
ADLR,BAGL,flp-4,npr-4
ADLR,BAGR,flp-4,npr-4
ADLL,BDUL,flp-4,npr-4
ADLL,BDUR,flp-4,npr-4
ADLR,BDUL,flp-4,npr-4
ADLR,BDUR,flp-4,npr-4
ADLL,PQR,flp-4,npr-4
ADLR,PQR,flp-4,npr-4
ADLL,RIVL,flp-4,npr-4
ADLL,RIVR,flp-4,npr-4
ADLR,RIVL,flp-4,npr-4
ADLR,RIVR,flp-4,npr-4
ASEL,AVAL,flp-4,npr-4
ASEL,AVAR,flp-4,npr-4
ASEL,BAGL,flp-4,npr-4
ASEL,BAGR,flp-4,npr-4
ASEL,BDUL,flp-4,npr-4
ASEL,BDUR,flp-4,npr-4
ASEL,PQR,flp-4,npr-4
ASEL,RIVL,flp-4,npr-4
ASEL,RIVR,flp-4,npr-4
AVM,AVAL,flp-4,npr-4
AVM,AVAR,flp-4,npr-4
AVM,BAGL,flp-4,npr-4
AVM,BAGR,flp-4,npr-4
AVM,BDUL,flp-4,npr-4
AVM,BDUR,flp-4,npr-4
AVM,PQR,flp-4,npr-4
AVM,RIVL,flp-4,npr-4
AVM,RIVR,flp-4,npr-4
AWCL,AVAL,flp-4,npr-4
AWCL,AVAR,flp-4,npr-4
AWCR,AVAL,flp-4,npr-4
AWCR,AVAR,flp-4,npr-4
AWCL,BAGL,flp-4,npr-4
AWCL,BAGR,flp-4,npr-4
AWCR,BAGL,flp-4,npr-4
AWCR,BAGR,flp-4,npr-4
AWCL,BDUL,flp-4,npr-4
AWCL,BDUR,flp-4,npr-4
AWCR,BDUL,flp-4,npr-4
AWCR,BDUR,flp-4,npr-4
AWCL,PQR,flp-4,npr-4
AWCR,PQR,flp-4,npr-4
AWCL,RIVL,flp-4,npr-4
AWCL,RIVR,flp-4,npr-4
AWCR,RIVL,flp-4,npr-4
AWCR,RIVR,flp-4,npr-4
FLPL,AVAL,flp-4,npr-4
